date,temp_max,temp_min,precipitation,sunshine_hours,wind_speed,weather_code,apparent_temp_max,uv_index_max
2022-04-01,4.3,2.1,0.0,0.5362611111111111,35.2,3,-3.3,
2022-04-02,4.5,-0.2,0.0,11.875411111111111,25.1,3,-1.1,
2022-04-03,7.2,-2.5,1.8,11.672038888888888,23.0,73,2.7,
2022-04-04,7.3,2.4,7.4,0.0,41.6,61,1.7,
2022-04-05,7.1,3.1,1.7,3.8080194444444446,26.7,51,2.1,
2022-04-06,9.6,4.0,11.2,0.09482777777777777,34.2,55,4.4,
2022-04-07,9.4,4.9,11.3,5.796144444444444,36.6,63,4.2,
2022-04-08,8.8,3.1,1.4,11.913447222222223,35.5,51,2.4,
2022-04-09,6.9,1.6,2.6,12.608627777777777,30.1,71,1.3,
2022-04-10,7.5,1.9,0.7,12.587216666666668,30.5,51,1.6,
2022-04-11,9.8,1.9,0.3,11.236999999999998,18.2,51,6.6,
2022-04-12,14.2,1.1,0.0,8.984280555555555,20.9,3,9.9,
2022-04-13,20.1,7.1,0.0,10.98515,19.4,3,19.0,
2022-04-14,15.7,8.2,0.9,10.320305555555555,21.2,51,12.7,
2022-04-15,9.0,5.9,0.2,1.0,21.5,51,5.6,
2022-04-16,9.3,1.5,0.0,13.451080555555555,16.6,3,5.7,
2022-04-17,12.9,-0.7,0.0,13.546016666666668,13.5,3,11.2,
2022-04-18,12.7,1.1,0.0,12.727472222222223,13.0,3,10.3,
2022-04-19,10.1,2.1,0.0,12.413372222222222,22.4,3,6.2,
2022-04-20,12.6,5.1,0.0,13.156374999999999,16.1,3,9.9,
2022-04-21,10.0,6.4,0.0,9.2288,22.7,3,5.8,
2022-04-22,11.7,6.3,0.0,12.086283333333334,27.6,3,8.7,
2022-04-23,12.2,5.3,0.0,13.932841666666668,23.4,2,9.4,
2022-04-24,9.0,5.8,0.0,13.967583333333334,31.9,3,3.9,
2022-04-25,10.2,4.2,0.0,13.725702777777778,26.7,3,7.3,
2022-04-26,12.6,2.3,0.0,14.07506388888889,13.1,3,11.3,
2022-04-27,14.4,2.4,0.1,12.995005555555554,14.2,51,12.3,
2022-04-28,15.7,2.3,0.0,14.228541666666667,12.6,3,12.7,
2022-04-29,14.0,2.5,0.0,12.972233333333334,13.7,3,13.6,
2022-04-30,14.2,3.5,0.0,11.0,12.4,3,11.4,
